name,free-women,free-children,free-places,date
Frauen helfen Frauen Leverkusen e.V.,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Bergisch-Gladbach,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Oberberg,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-29
Frauen- und Kinderschutzhaus Aachen,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Düren,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Alsdorf,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-29
Frauenhaus Bonn - Frauen helfen Frauen e.V.,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Bonn e.V. - Hilfe für Frauen in Not,0,0,Keine freien Plätze,2020-10-29
Frauenhaus des Rhein-Sieg-Kreises,0,0,Keine freien Plätze,2020-10-29
Frauen- und Kinderschutzhaus Troisdorf,0,0,Keine freien Plätze,2020-10-29
Frauen helfen Frauen e.V. - Frauenhaus Euskirchen,0,0,Keine freien Plätze,2020-10-29
Frauen helfen Frauen e.V. Siegen,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Olpe,0,0,Keine freien Plätze,2020-10-29
Frauen helfen Frauen e.V. - Hagen,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Ennepe-Ruhr-Kreis,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-29
Frauenhaus Iserlohn,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Hamm,0,0,Keine freien Plätze,2020-10-29
Frauenhaus des Frauenforums im Kreis Unna e.V.,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Soest,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Arnsberg,0,0,Keine freien Plätze,2020-10-29
Frauenhaus Herford e.V.,0,0,Keine freien Plätze,2020-10-30
Hexenhaus -  Hilfe für Menschen in Krisensituationen e.V.,0,0,Keine freien Plätze,2020-10-30
AWO-Frauenschutzzentrum Minden,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Lippe,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Paderborn,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Salzkotten,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Gütersloh,0,0,Keine freien Plätze,2020-10-30
AWO-Frauenhaus Bielefeld,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
"Frauen helfen Frauen - Frauenhaus e.V., Bielefeld",0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhaus Höxter,0,0,Keine freien Plätze,2020-10-30
Internationales Frauenhaus,0,0,Keine freien Plätze,2020-10-30
Frauen helfen Frauen e.V.  - Frauenhaus Düsseldorf,0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhaus für den Kreis Mettmann,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Mönchengladbach SkF e.V.,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Mönchengladbach-Rheydt,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Neuss,0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhaus Viersen,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Kreis Heinsberg,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Wuppertal,0,0,Keine freien Plätze,2020-10-30
Frauenhaus e.V. Solingen ,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Remscheid,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Dortmund,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Castrop-Rauxel,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Herne,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Bochum,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Essen gGmbH,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Mülheim a. d. Ruhr,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Recklinghausen,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Herten,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Datteln,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Gelsenkirchen,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Oberhausen,0,0,Keine freien Plätze,2020-10-30
AWO-Frauenhaus Bottrop,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Dorsten,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Bocholt,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauen helfen Frauen e.V. Dinslaken,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Duisburg,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauen helfen Frauen e.V. - Duisburg,1,0,Freie Plätze für Frauen ohne Kinder,2020-10-30
Frauen- und Kinderschutzhaus Moers,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Kleve,0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhaus Krefeld,0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhäuser Münster,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Münster,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Warendorf,0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhaus Dülmen,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Telgte,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Rheine,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Rhein-Erftkreis e.V.,0,0,Keine freien Plätze,2020-10-30
2. Frauenhaus Köln,0,0,Keine freien Plätze,2020-10-30
1. Frauenhaus Köln,0,0,Keine freien Plätze,2020-10-30
Frauen helfen Frauen Leverkusen e.V.,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Bergisch-Gladbach,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Oberberg,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauen- und Kinderschutzhaus Aachen,1,0,Freie Plätze für Frauen ohne Kinder,2020-10-30
Frauenhaus Düren,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Alsdorf,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Bonn - Frauen helfen Frauen e.V.,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Bonn e.V. - Hilfe für Frauen in Not,0,0,Keine freien Plätze,2020-10-30
Frauenhaus des Rhein-Sieg-Kreises,0,0,Keine freien Plätze,2020-10-30
Frauen- und Kinderschutzhaus Troisdorf,0,0,Keine freien Plätze,2020-10-30
Frauen helfen Frauen e.V. - Frauenhaus Euskirchen,0,0,Keine freien Plätze,2020-10-30
Frauen helfen Frauen e.V. Siegen,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Olpe,0,0,Keine freien Plätze,2020-10-30
Frauen helfen Frauen e.V. - Hagen,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Ennepe-Ruhr-Kreis,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-30
Frauenhaus Iserlohn,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Hamm,0,0,Keine freien Plätze,2020-10-30
Frauenhaus des Frauenforums im Kreis Unna e.V.,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Soest,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Arnsberg,0,0,Keine freien Plätze,2020-10-30
Frauenhaus Herford e.V.,0,0,Keine freien Plätze,2020-10-31
Hexenhaus -  Hilfe für Menschen in Krisensituationen e.V.,0,0,Keine freien Plätze,2020-10-31
AWO-Frauenschutzzentrum Minden,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Lippe,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Paderborn,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Salzkotten,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Gütersloh,0,0,Keine freien Plätze,2020-10-31
AWO-Frauenhaus Bielefeld,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
"Frauen helfen Frauen - Frauenhaus e.V., Bielefeld",0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhaus Höxter,0,0,Keine freien Plätze,2020-10-31
Internationales Frauenhaus,0,0,Keine freien Plätze,2020-10-31
Frauen helfen Frauen e.V.  - Frauenhaus Düsseldorf,0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhaus für den Kreis Mettmann,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Mönchengladbach SkF e.V.,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Mönchengladbach-Rheydt,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Neuss,0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhaus Viersen,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Kreis Heinsberg,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Wuppertal,0,0,Keine freien Plätze,2020-10-31
Frauenhaus e.V. Solingen ,1,0,Freie Plätze für Frauen ohne Kinder,2020-10-31
Frauenhaus Remscheid,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Dortmund,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Castrop-Rauxel,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Herne,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Bochum,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Essen gGmbH,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Mülheim a. d. Ruhr,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Recklinghausen,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Herten,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Datteln,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Gelsenkirchen,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Oberhausen,0,0,Keine freien Plätze,2020-10-31
AWO-Frauenhaus Bottrop,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Dorsten,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauenhaus Bocholt,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauen helfen Frauen e.V. Dinslaken,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Duisburg,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauen helfen Frauen e.V. - Duisburg,1,0,Freie Plätze für Frauen ohne Kinder,2020-10-31
Frauen- und Kinderschutzhaus Moers,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Kleve,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauen- und Kinderschutzhaus Krefeld,0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhäuser Münster,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Münster,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Warendorf,0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhaus Dülmen,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauenhaus Telgte,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauenhaus Rheine,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauenhaus Rhein-Erftkreis e.V.,0,0,Keine freien Plätze,2020-10-31
2. Frauenhaus Köln,0,0,Keine freien Plätze,2020-10-31
1. Frauenhaus Köln,0,0,Keine freien Plätze,2020-10-31
Frauen helfen Frauen Leverkusen e.V.,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Bergisch-Gladbach,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Oberberg,0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhaus Aachen,1,0,Freie Plätze für Frauen ohne Kinder,2020-10-31
Frauenhaus Düren,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Alsdorf,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-10-31
Frauenhaus Bonn - Frauen helfen Frauen e.V.,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Bonn e.V. - Hilfe für Frauen in Not,0,0,Keine freien Plätze,2020-10-31
Frauenhaus des Rhein-Sieg-Kreises,0,0,Keine freien Plätze,2020-10-31
Frauen- und Kinderschutzhaus Troisdorf,0,0,Keine freien Plätze,2020-10-31
Frauen helfen Frauen e.V. - Frauenhaus Euskirchen,0,0,Keine freien Plätze,2020-10-31
Frauen helfen Frauen e.V. Siegen,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Olpe,0,0,Keine freien Plätze,2020-10-31
Frauen helfen Frauen e.V. - Hagen,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Ennepe-Ruhr-Kreis,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Iserlohn,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Hamm,0,0,Keine freien Plätze,2020-10-31
Frauenhaus des Frauenforums im Kreis Unna e.V.,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Soest,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Arnsberg,0,0,Keine freien Plätze,2020-10-31
Frauenhaus Herford e.V.,0,0,Keine freien Plätze,2020-11-01
Hexenhaus -  Hilfe für Menschen in Krisensituationen e.V.,0,0,Keine freien Plätze,2020-11-01
AWO-Frauenschutzzentrum Minden,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauenhaus Lippe,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Paderborn,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Salzkotten,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Gütersloh,0,0,Keine freien Plätze,2020-11-01
AWO-Frauenhaus Bielefeld,0,0,Keine freien Plätze,2020-11-01
"Frauen helfen Frauen - Frauenhaus e.V., Bielefeld",0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhaus Höxter,0,0,Keine freien Plätze,2020-11-01
Internationales Frauenhaus,0,0,Keine freien Plätze,2020-11-01
Frauen helfen Frauen e.V.  - Frauenhaus Düsseldorf,0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhaus für den Kreis Mettmann,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Mönchengladbach SkF e.V.,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Mönchengladbach-Rheydt,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Neuss,0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhaus Viersen,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Kreis Heinsberg,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Wuppertal,0,0,Keine freien Plätze,2020-11-01
Frauenhaus e.V. Solingen ,1,0,Freie Plätze für Frauen ohne Kinder,2020-11-01
Frauenhaus Remscheid,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Dortmund,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Castrop-Rauxel,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Herne,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Bochum,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Essen gGmbH,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Mülheim a. d. Ruhr,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Recklinghausen,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Herten,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Datteln,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Gelsenkirchen,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Oberhausen,0,0,Keine freien Plätze,2020-11-01
AWO-Frauenhaus Bottrop,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Dorsten,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauenhaus Bocholt,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauen helfen Frauen e.V. Dinslaken,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Duisburg,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauen helfen Frauen e.V. - Duisburg,1,0,Freie Plätze für Frauen ohne Kinder,2020-11-01
Frauen- und Kinderschutzhaus Moers,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Kleve,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauen- und Kinderschutzhaus Krefeld,0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhäuser Münster,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Münster,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Warendorf,0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhaus Dülmen,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauenhaus Telgte,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Rheine,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauenhaus Rhein-Erftkreis e.V.,0,0,Keine freien Plätze,2020-11-01
2. Frauenhaus Köln,0,0,Keine freien Plätze,2020-11-01
1. Frauenhaus Köln,0,0,Keine freien Plätze,2020-11-01
Frauen helfen Frauen Leverkusen e.V.,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Bergisch-Gladbach,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Oberberg,0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhaus Aachen,1,0,Freie Plätze für Frauen ohne Kinder,2020-11-01
Frauenhaus Düren,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Alsdorf,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-01
Frauenhaus Bonn - Frauen helfen Frauen e.V.,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Bonn e.V. - Hilfe für Frauen in Not,0,0,Keine freien Plätze,2020-11-01
Frauenhaus des Rhein-Sieg-Kreises,0,0,Keine freien Plätze,2020-11-01
Frauen- und Kinderschutzhaus Troisdorf,0,0,Keine freien Plätze,2020-11-01
Frauen helfen Frauen e.V. - Frauenhaus Euskirchen,0,0,Keine freien Plätze,2020-11-01
Frauen helfen Frauen e.V. Siegen,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Olpe,0,0,Keine freien Plätze,2020-11-01
Frauen helfen Frauen e.V. - Hagen,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Ennepe-Ruhr-Kreis,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Iserlohn,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Hamm,0,0,Keine freien Plätze,2020-11-01
Frauenhaus des Frauenforums im Kreis Unna e.V.,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Soest,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Arnsberg,0,0,Keine freien Plätze,2020-11-01
Frauenhaus Herford e.V.,0,0,Keine freien Plätze,2020-11-02
Hexenhaus -  Hilfe für Menschen in Krisensituationen e.V.,0,0,Keine freien Plätze,2020-11-02
AWO-Frauenschutzzentrum Minden,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauenhaus Lippe,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Paderborn,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Salzkotten,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Gütersloh,0,0,Keine freien Plätze,2020-11-02
AWO-Frauenhaus Bielefeld,0,0,Keine freien Plätze,2020-11-02
"Frauen helfen Frauen - Frauenhaus e.V., Bielefeld",0,0,Keine freien Plätze,2020-11-02
Frauen- und Kinderschutzhaus Höxter,0,0,Keine freien Plätze,2020-11-02
Internationales Frauenhaus,0,0,Keine freien Plätze,2020-11-02
Frauen helfen Frauen e.V.  - Frauenhaus Düsseldorf,0,0,Keine freien Plätze,2020-11-02
Frauen- und Kinderschutzhaus für den Kreis Mettmann,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Mönchengladbach SkF e.V.,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Mönchengladbach-Rheydt,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Neuss,0,0,Keine freien Plätze,2020-11-02
Frauen- und Kinderschutzhaus Viersen,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Kreis Heinsberg,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Wuppertal,0,0,Keine freien Plätze,2020-11-02
Frauenhaus e.V. Solingen ,1,0,Freie Plätze für Frauen ohne Kinder,2020-11-02
Frauenhaus Remscheid,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Dortmund,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Castrop-Rauxel,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Herne,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Bochum,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Essen gGmbH,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Mülheim a. d. Ruhr,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Recklinghausen,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Herten,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Datteln,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauenhaus Gelsenkirchen,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Oberhausen,0,0,Keine freien Plätze,2020-11-02
AWO-Frauenhaus Bottrop,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Dorsten,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauenhaus Bocholt,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauen helfen Frauen e.V. Dinslaken,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Duisburg,0,0,Keine freien Plätze,2020-11-02
Frauen helfen Frauen e.V. - Duisburg,1,0,Freie Plätze für Frauen ohne Kinder,2020-11-02
Frauen- und Kinderschutzhaus Moers,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Kleve,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauen- und Kinderschutzhaus Krefeld,0,0,Keine freien Plätze,2020-11-02
Frauen- und Kinderschutzhäuser Münster,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Münster,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Warendorf,0,0,Keine freien Plätze,2020-11-02
Frauen- und Kinderschutzhaus Dülmen,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauenhaus Telgte,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Rheine,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauenhaus Rhein-Erftkreis e.V.,0,0,Keine freien Plätze,2020-11-02
2. Frauenhaus Köln,0,0,Keine freien Plätze,2020-11-02
1. Frauenhaus Köln,0,0,Keine freien Plätze,2020-11-02
Frauen helfen Frauen Leverkusen e.V.,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Bergisch-Gladbach,0,0,Keine freien Plätze,2020-11-02
Frauenhaus Oberberg,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-02
Frauen- und Kinderschutzhaus Aachen,1,0,Freie Plätze für Frauen ohne Kinder,2020-11-02
Frauenhaus Düren,0,0,Keine freien Plätze,2020-11-02
